name,genre,platform,year_of_release,publisher,rating
Guitar Hero: World Tour,Misc,X360,2008.0,Activision,T
FIFA 17,Sports,XOne,2016.0,Electronic Arts,E
Hannah Montana,Action,DS,2006.0,Disney Interactive Studios,E
Tom Clancy's Splinter Cell,Action,PS2,2003.0,Ubisoft,T
Need for Speed: Shift,Racing,PS3,2009.0,Electronic Arts,E
Medal of Honor Heroes,Shooter,PSP,2006.0,Electronic Arts,T
Final Fantasy XIII-2,Role-Playing,PS3,2011.0,Square Enix,T
Midnight Club: Street Racing,Racing,PS2,2000.0,Take-Two Interactive,T
Skate 3,Sports,X360,2010.0,Electronic Arts,T
ESPN NFL 2K5,Sports,PS2,2004.0,Sega,E
Halo Wars,Strategy,X360,2009.0,Microsoft Game Studios,T
NBA 2K12,Sports,X360,2011.0,Take-Two Interactive,E
FIFA Soccer 10,Sports,X360,2009.0,Electronic Arts,E
Medal of Honor,Shooter,X360,2010.0,Electronic Arts,M
Harry Potter and the Chamber of Secrets,Action,PS2,2002.0,Electronic Arts,E
God of War Collection,Action,PS3,2009.0,Sony Computer Entertainment,M
NBA Live 2005,Sports,PS2,2004.0,Electronic Arts,E
Mario Strikers Charged,Sports,Wii,2007.0,Nintendo,E10+
FIFA Soccer 09,Sports,PS3,2008.0,Electronic Arts,E
Style Savvy,Simulation,DS,2008.0,Nintendo,E
WWE SmackDown vs. RAW 2007,Fighting,PS2,2006.0,THQ,T
LEGO Star Wars: The Complete Saga,Action,X360,2007.0,LucasArts,E10+
Madden NFL 08,Sports,PS2,2007.0,Electronic Arts,E
Monster Hunter Freedom 2,Role-Playing,PSP,2007.0,Capcom,T
Sonic Adventure 2 Battle,Platform,GC,2001.0,Sega,E
Madden NFL 13,Sports,PS3,2012.0,Electronic Arts,E
Dragon Age: Origins,Role-Playing,X360,2009.0,Electronic Arts,M
Pokémon Colosseum,Role-Playing,GC,2003.0,Nintendo,E
LittleBigPlanet,Platform,PSP,2009.0,Sony Computer Entertainment,E10+
Madden NFL 09,Sports,X360,2008.0,Electronic Arts,E
Crazy Taxi,Racing,PS2,2001.0,Acclaim Entertainment,T
Art Academy,Misc,DS,2010.0,Nintendo,E
NBA 2K14,Sports,X360,2013.0,Take-Two Interactive,E
Skylanders Giants,Action,Wii,2012.0,Activision,E10+
Deca Sports,Sports,Wii,2008.0,Konami Digital Entertainment,E
Marvel: Ultimate Alliance,Role-Playing,X360,2006.0,Activision,T
Mortal Kombat: Deadly Alliance,Fighting,PS2,2002.0,Midway Games,M
Game Party,Misc,Wii,2007.0,Midway Games,E
Bloodborne,Action,PS4,2015.0,Sony Computer Entertainment,M
Mario Party 4,Misc,GC,2002.0,Nintendo,E
Pure,Racing,X360,2008.0,Disney Interactive Studios,E
NBA 2K13,Sports,PS3,2012.0,Take-Two Interactive,E
Saints Row: The Third,Action,PS3,2011.0,THQ,M
Resistance 2,Shooter,PS3,2008.0,Sony Computer Entertainment,M
NBA 2K15,Sports,PS4,2014.0,Take-Two Interactive,E
Final Fantasy Tactics,Role-Playing,PS,1997.0,SquareSoft,T
Midnight Club: Los Angeles,Racing,PS3,2008.0,Take-Two Interactive,T
The Sims: Bustin' Out,Simulation,PS2,2003.0,Electronic Arts,T
Riven: The Sequel to Myst,Adventure,PC,1997.0,Red Orb,E
LEGO Harry Potter: Years 1-4,Action,Wii,2010.0,Warner Bros. Interactive Entertainment,E10+
Call of Duty: Infinite Warfare,Shooter,XOne,2016.0,Activision,M
Madden NFL 16,Sports,XOne,2015.0,Electronic Arts,E
Tom Clancy's Rainbow Six: Vegas 2,Shooter,X360,2008.0,Ubisoft,M
uDraw Studio,Misc,Wii,2010.0,THQ,E
Need for Speed Carbon: Own the City,Racing,PSP,2006.0,Electronic Arts,E10+
Dragon Ball Z: Budokai 2,Fighting,PS2,2003.0,Atari,T
pro evolution soccer 2011,Sports,PS3,2010.0,Konami Digital Entertainment,E
ATV Offroad Fury,Racing,PS2,2001.0,Sony Computer Entertainment,E
Need for Speed: ProStreet,Racing,PS2,2007.0,Electronic Arts,E10+
Halo: Combat Evolved Anniversary,Shooter,X360,2011.0,Microsoft Game Studios,M
Theme Hospital,Strategy,PC,1997.0,Electronic Arts,K-A
Guitar Hero,Misc,PS2,2005.0,RedOctane,T
Madden NFL 11,Sports,PS3,2010.0,Electronic Arts,E
Dead Island,Action,X360,2011.0,Deep Silver,M
Half-Life 2,Shooter,PC,2004.0,Vivendi Games,M
The Incredibles,Action,PS2,2004.0,THQ,T
Madden NFL 08,Sports,X360,2007.0,Electronic Arts,E
Tony Hawk's Underground 2,Sports,PS2,2004.0,Activision,T
Zumba Fitness,Sports,X360,2010.0,505 Games,E
Madden NFL 10,Sports,PS3,2009.0,Electronic Arts,E
Midnight Club: Los Angeles,Racing,X360,2008.0,Take-Two Interactive,T
Kinect: Disneyland Adventures,Misc,X360,2011.0,Microsoft Game Studios,E10+
WWE SmackDown vs Raw 2008,Fighting,PS2,2007.0,THQ,T
The Legend of Zelda: Majora's Mask 3D,Action,3DS,2015.0,Nintendo,E10+
Resident Evil - Code: Veronica X,Action,PS2,2001.0,Capcom,M
NBA 2K16,Sports,XOne,2015.0,Take-Two Interactive,E10+
Kinect Sports: Season Two,Sports,X360,2011.0,Microsoft Game Studios,E
My Fitness Coach,Sports,Wii,2008.0,Ubisoft,E
James Bond 007: Everything or Nothing,Shooter,PS2,2004.0,Electronic Arts,T
Need For Speed: High Stakes,Racing,PS,1999.0,Electronic Arts,E
Guild Wars 2,Action,PC,2012.0,NCSoft,T
Paper Mario: Sticker Star,Role-Playing,3DS,2012.0,Nintendo,E
Batman: Arkham Origins,Action,PS3,2013.0,Warner Bros. Interactive Entertainment,T
LEGO Star Wars: The Complete Saga,Action,PS3,2007.0,LucasArts,E10+
Need for Speed Underground 2,Racing,XB,2004.0,Electronic Arts,E
Pro Evolution Soccer 2010,Sports,PS3,2009.0,Konami Digital Entertainment,E
FIFA Soccer 09,Sports,PS2,2008.0,Electronic Arts,E
LEGO Harry Potter: Years 1-4,Action,DS,2010.0,Warner Bros. Interactive Entertainment,E10+
The Sims 3,Simulation,X360,2010.0,Electronic Arts,T
Pokemon Ranger: Shadows of Almia,Role-Playing,DS,2008.0,Nintendo,E
Dead Island,Action,PS3,2011.0,Deep Silver,M
Kirby: Nightmare in Dream Land,Platform,GBA,2002.0,Nintendo,E
Wario Land 4,Platform,GBA,2001.0,Nintendo,E
Sonic's Ultimate Genesis Collection,Misc,PS3,2009.0,Sega,E10+
Far Cry: Primal,Action,PS4,2016.0,Ubisoft,M
Battlefield 1,Shooter,XOne,2016.0,Electronic Arts,M
Onimusha 2: Samurai's Destiny,Adventure,PS2,2002.0,Capcom,M
Paper Mario: The Thousand-Year Door,Role-Playing,GC,2004.0,Nintendo,E
Madden NFL 12,Sports,PS3,2011.0,Electronic Arts,E
God of War: Ascension,Action,PS3,2013.0,Sony Computer Entertainment,M
Guitar Hero III: Legends of Rock,Misc,PS3,2007.0,Activision,T
Sonic Advance,Platform,GBA,2001.0,Sega,E
Super Monkey Ball: Banana Blitz,Misc,Wii,2006.0,Sega,E
Just Dance Kids,Misc,Wii,2010.0,Ubisoft,E
New Super Luigi U,Platform,WiiU,2013.0,Nintendo,E
Assassin's Creed IV: Black Flag,Action,XOne,2013.0,Ubisoft,M
Spyro: Season of Ice,Platform,GBA,2001.0,Vivendi Games,E
Dissidia: Final Fantasy,Fighting,PSP,2008.0,Square Enix,T
Madden NFL 25,Sports,X360,2013.0,Electronic Arts,E
Dance Dance Revolution X2,Simulation,PS2,2009.0,Konami Digital Entertainment,E10+
Borderlands 2,Shooter,PS3,2012.0,Take-Two Interactive,M
Prince of Persia: The Sands of Time,Action,PS2,2003.0,Ubisoft,T
Monster Hunter Tri,Role-Playing,Wii,2009.0,Nintendo,T
LEGO Marvel Super Heroes,Action,X360,2013.0,Warner Bros. Interactive Entertainment,E10+
Tom Clancy's Rainbow Six: Siege,Shooter,PS4,2015.0,Ubisoft,M
Star Wars: The Force Unleashed,Action,PS3,2008.0,LucasArts,T
Guitar Hero II,Misc,X360,2007.0,Activision,T
Forza Motorsport 5,Racing,XOne,2013.0,Microsoft Game Studios,E
Rock Band 2,Misc,X360,2008.0,Electronic Arts,T
Need for Speed: Hot Pursuit,Racing,X360,2010.0,Electronic Arts,E10+
LEGO Indiana Jones: The Original Adventures,Action,DS,2008.0,Activision,E
BioShock 2,Shooter,X360,2010.0,Take-Two Interactive,M
Star Wars: Knights of the Old Republic,Role-Playing,XB,2003.0,Activision,T
Madden NFL 15,Sports,PS4,2014.0,Electronic Arts,E
Pro Evolution Soccer 2012,Action,PS3,2011.0,Konami Digital Entertainment,E
Saints Row,Action,X360,2006.0,THQ,M
ATV Offroad Fury 2,Racing,PS2,2002.0,THQ,E
FIFA 15,Sports,XOne,2014.0,Electronic Arts,E
Tom Clancy's The Division,Shooter,XOne,2016.0,Ubisoft,M
Final Fantasy XIII,Role-Playing,X360,2010.0,Square Enix,T
The Sims: House Party,Simulation,PC,2001.0,Electronic Arts,T
Scribblenauts,Puzzle,DS,2009.0,Warner Bros. Interactive Entertainment,E10+
Sonic Unleashed,Platform,Wii,2008.0,Sega,E10+
Pokemon Ranger,Role-Playing,DS,2006.0,Nintendo,E
Skylanders SWAP Force,Platform,Wii,2013.0,Activision,E10+
Overwatch,Shooter,PS4,2016.0,Activision,T
Hitman: Absolution,Action,PS3,2012.0,Square Enix,M
Call of Duty: Roads to Victory,Shooter,PSP,2007.0,Activision,T
Dance Dance Revolution Extreme,Simulation,PS2,2004.0,Konami Digital Entertainment,E
Final Fantasy Tactics Advance,Role-Playing,GBA,2003.0,SquareSoft,E
Your Shape featuring Jenny McCarthy,Sports,Wii,2009.0,Ubisoft,E
Project Gotham Racing,Racing,XB,2001.0,Microsoft Game Studios,E
NBA 2K12,Sports,PS3,2011.0,Take-Two Interactive,E
Need for Speed: Hot Pursuit 2,Racing,PS2,2002.0,Electronic Arts,E
Dynasty Warriors 4,Action,PS2,2003.0,Tecmo Koei,T
NBA 2K14,Sports,PS3,2013.0,Take-Two Interactive,E
Parasite Eve,Role-Playing,PS,1998.0,SquareSoft,M
Tetris DS,Puzzle,DS,2006.0,Nintendo,E
Battlefield: Hardline,Shooter,PS4,2015.0,Electronic Arts,M
Mortal Kombat,Fighting,X360,2011.0,Warner Bros. Interactive Entertainment,M
Borderlands,Shooter,PS3,2009.0,Take-Two Interactive,M
Devil May Cry 3: Dante's Awakening,Action,PS2,2005.0,Capcom,M
NBA 2K11,Action,X360,2010.0,Take-Two Interactive,E
Dying Light,Action,PS4,2015.0,Warner Bros. Interactive Entertainment,M
Dead Rising,Action,X360,2006.0,Capcom,M
World of Warcraft: Cataclysm,Role-Playing,PC,2010.0,Activision,T
Tetris Worlds,Puzzle,PS2,2002.0,THQ,E
Final Fantasy III,Role-Playing,DS,2006.0,Square Enix,E10+
Sim Theme Park,Strategy,PC,1998.0,Electronic Arts,E
Mario Party 5,Misc,GC,2003.0,Nintendo,E
Portal 2,Shooter,X360,2011.0,Valve Software,E10+
Mario Sports Mix,Sports,Wii,2010.0,Nintendo,E
Need for Speed: Most Wanted 5-1-0,Racing,PSP,2005.0,Electronic Arts,E10+
The Sims 2: Pets,Simulation,DS,2006.0,Electronic Arts,E
Dance Dance Revolution: Hottest Party,Simulation,Wii,2007.0,Konami Digital Entertainment,E10+
DriveClub,Racing,PS4,2014.0,Sony Computer Entertainment,E
UFC 2009 Undisputed,Fighting,X360,2009.0,THQ,T
Metal Gear Solid: Peace Walker,Action,PSP,2010.0,Konami Digital Entertainment,T
The Incredibles,Action,GBA,2004.0,THQ,E
Kingdom Hearts: Birth by Sleep,Role-Playing,PSP,2010.0,Square Enix,E10+
SoulCalibur II,Fighting,PS2,2003.0,Namco Bandai Games,T
Need for Speed: ProStreet,Racing,X360,2007.0,Electronic Arts,E10+
Sonic Mega Collection,Misc,GC,2002.0,Infogrames,E
Madden NFL 15,Sports,X360,2014.0,Electronic Arts,E
Need For Speed: Undercover,Racing,PS3,2008.0,Electronic Arts,T
SOCOM: U.S. Navy SEALs: Combined Assault,Shooter,PS2,2006.0,Sony Computer Entertainment,T
Peter Jackson's King Kong: The Official Game of the Movie,Action,PS2,2005.0,Ubisoft,T
Need for Speed: ProStreet,Racing,PS3,2007.0,Electronic Arts,E10+
Donkey Kong Country,Platform,GBA,2003.0,Nintendo,E
Dance Central 2,Misc,X360,2011.0,Microsoft Game Studios,T
Carnival Games,Misc,DS,2008.0,Take-Two Interactive,E
NBA Live 2004,Sports,PS2,2003.0,Electronic Arts,E
Call of Duty 2,Shooter,X360,2005.0,Activision,T
Rayman Raving Rabbids: TV Party,Misc,Wii,2008.0,Ubisoft,E10+
Pokémon Mystery Dungeon: Blue Rescue Team,Role-Playing,DS,2005.0,Nintendo,E
Dark Souls,Role-Playing,PS3,2011.0,Namco Bandai Games,M
Just Dance 3,Misc,X360,2011.0,Ubisoft,E10+
Battlefield 4,Shooter,XOne,2013.0,Electronic Arts,M
Fire Emblem: Awakening,Role-Playing,3DS,2012.0,Nintendo,T
Need for Speed: The Run,Action,PS3,2011.0,Electronic Arts,T
Just Dance 2015,Misc,Wii,2014.0,Ubisoft,E10+
Dragon Age: Inquisition,Role-Playing,PS4,2014.0,Electronic Arts,M
Dead Space,Action,PS3,2008.0,Electronic Arts,M
Mortal Kombat vs. DC Universe,Fighting,PS3,2008.0,Midway Games,T
TouchMaster,Puzzle,DS,2007.0,Midway Games,E10+
Tenchu: Stealth Assassins,Action,PS,1997.0,Activision,M
Harry Potter and the Chamber of Secrets,Action,GBA,2002.0,Electronic Arts,E
Kingdom Hearts 358/2 Days,Role-Playing,DS,2009.0,Square Enix,E10+
Skate 3,Sports,PS3,2010.0,Electronic Arts,T
Harry Potter and the Chamber of Secrets,Action,PS,2002.0,Electronic Arts,E
Need for Speed Rivals,Racing,PS4,2013.0,Electronic Arts,E10+
Spyro: Enter the Dragonfly,Platform,PS2,2002.0,Universal Interactive,E
Devil May Cry 2,Action,PS2,2003.0,Capcom,M
Hot Shots Golf: Open Tee,Sports,PSP,2004.0,Sony Computer Entertainment,E10+
Forza Horizon,Racing,X360,2012.0,Microsoft Game Studios,T
Tom Clancy's Rainbow Six: Vegas,Shooter,X360,2006.0,Ubisoft,M
Crash Nitro Kart,Racing,PS2,2003.0,Vivendi Games,E
Resident Evil 6,Shooter,X360,2012.0,Capcom,M
Grand Theft Auto: San Andreas,Action,XB,2005.0,Take-Two Interactive,AO
NBA Street Vol. 2,Sports,PS2,2003.0,Electronic Arts,E
Def Jam Vendetta,Fighting,PS2,2003.0,Electronic Arts,T
Kirby Squeak Squad,Platform,DS,2006.0,Nintendo,E
Burnout Paradise,Racing,PS3,2008.0,Electronic Arts,E10+
Who wants to be a millionaire,Misc,PC,1999.0,Disney Interactive Studios,E
Scooby Doo and the Cyber Chase,Adventure,PS,2001.0,THQ,E
The Sims 3,Simulation,PS3,2010.0,Electronic Arts,T
FIFA Soccer 09,Sports,X360,2008.0,Electronic Arts,E
Dragon Ball Z: Budokai 3,Fighting,PS2,2004.0,Atari,T
Call of Duty: World at War,Shooter,Wii,2008.0,Activision,M
Tom Clancy's Ghost Recon,Shooter,PS2,2002.0,Ubisoft,M
BioShock Infinite,Shooter,X360,2013.0,Take-Two Interactive,M
X-Men Legends,Role-Playing,PS2,2004.0,Activision,T
Mortal Kombat vs. DC Universe,Fighting,X360,2008.0,Midway Games,T
Destiny: The Taken King,Shooter,PS4,2015.0,Activision,T
Destiny,Shooter,X360,2014.0,Activision,T
Red Faction,Shooter,PS2,2001.0,THQ,M
The Sims: Makin' Magic,Simulation,PC,2003.0,Electronic Arts,T
Mario Party: Island Tour,Misc,3DS,2013.0,Nintendo,E
MX Unleashed,Racing,PS2,2004.0,THQ,E
PaRappa The Rapper,Misc,PS,1996.0,Sony Computer Entertainment,K-A
Guitar Hero: World Tour,Misc,PS3,2008.0,Activision,T
Need for Speed: Shift,Racing,X360,2009.0,Electronic Arts,E
Diablo III,Role-Playing,PS3,2013.0,Activision,M
LittleBigPlanet 3,Platform,PS4,2014.0,Sony Computer Entertainment,E
Star Wars Rogue Leader: Rogue Squadron II,Simulation,GC,2001.0,LucasArts,T
Mario Super Sluggers,Sports,Wii,2008.0,Nintendo,E
Monopoly,Misc,Wii,2008.0,Electronic Arts,E
Madden NFL 09,Sports,PS3,2008.0,Electronic Arts,E
Batman: Arkham Origins,Action,X360,2013.0,Warner Bros. Interactive Entertainment,T
Game Party 2,Misc,Wii,2008.0,Midway Games,E
Mortal Kombat: Deception,Fighting,PS2,2004.0,Midway Games,M
NBA 2K17,Sports,PS4,2016.0,Take-Two Interactive,E
Toy Story Mania!,Misc,Wii,2009.0,Disney Interactive Studios,E
Star Fox Adventures,Adventure,GC,2002.0,Nintendo,T
Madden NFL 25,Sports,PS3,2013.0,Electronic Arts,E
Dynasty Warriors 3,Action,PS2,2001.0,THQ,T
Madden NFL 06,Sports,XB,2005.0,Electronic Arts,E
Shrek 2,Platform,PS2,2004.0,Activision,E
The Legend of Dragoon,Role-Playing,PS,1999.0,Sony Computer Entertainment,T
Star Wars: The Force Unleashed,Action,Wii,2008.0,LucasArts,T
NBA Live 2002,Sports,PS2,2001.0,Electronic Arts,E
Just Cause 3,Action,PS4,2015.0,Square Enix,M
Chrono Cross,Role-Playing,PS,1999.0,SquareSoft,T
Jak 3,Platform,PS2,2004.0,Sony Computer Entertainment,T
Kingdom Hearts: Chain of Memories,Role-Playing,GBA,2004.0,Square Enix,E
Max Payne 3,Shooter,PS3,2012.0,Take-Two Interactive,M
LEGO Marvel Super Heroes,Action,PS3,2013.0,Warner Bros. Interactive Entertainment,E10+
Phineas and Ferb,Action,DS,2009.0,Disney Interactive Studios,E
NCAA Football 06,Sports,PS2,2005.0,Electronic Arts,E
Rayman Raving Rabbids 2,Misc,Wii,2007.0,Ubisoft,E10+
Kirby: Triple Deluxe,Platform,3DS,2014.0,Nintendo,E
Sonic Classic Collection,Platform,DS,2010.0,Sega,E
Diablo III,Role-Playing,PS4,2014.0,Activision,M
inFAMOUS 2,Action,PS3,2011.0,Sony Computer Entertainment,T
World of Warcraft: Mists of Pandaria,Role-Playing,PC,2012.0,Activision,T
Namco Museum,Misc,PS2,2001.0,Namco Bandai Games,E
The Sims: Hot Date,Simulation,PC,2001.0,Electronic Arts,T
Demon's Souls,Role-Playing,PS3,2009.0,Namco Bandai Games,M
The Orange Box,Shooter,X360,2007.0,Electronic Arts,M
DDRMAX2: Dance Dance Revolution,Simulation,PS2,2003.0,Konami Digital Entertainment,E
Virtua Fighter 4,Fighting,PS2,2002.0,Sega,T
Mafia III,Action,PS4,2016.0,Take-Two Interactive,M
Sly 2: Band of Thieves,Platform,PS2,2004.0,Sony Computer Entertainment,E
Guitar Hero: World Tour,Misc,PS2,2008.0,Activision,T
Sonic Advance 2,Platform,GBA,2002.0,Sega,E
Madden NFL 07,Sports,X360,2006.0,Electronic Arts,E
NBA 2K11,Action,PS3,2010.0,Take-Two Interactive,E
Forza Motorsport 6,Racing,XOne,2015.0,Microsoft Game Studios,E
The Evil Within,Action,PS4,2014.0,Bethesda Softworks,M
Metroid Prime 3: Corruption,Shooter,Wii,2007.0,Nintendo,T
Midnight Club II,Racing,PS2,2003.0,Take-Two Interactive,T
The Getaway: Black Monday,Action,PS2,2004.0,Sony Computer Entertainment,M
50 Cent: Bulletproof,Action,PS2,2005.0,Vivendi Games,M
Dead or Alive 3,Fighting,XB,2001.0,Microsoft Game Studios,T
Dragon Quest Monsters: Joker,Role-Playing,DS,2006.0,Square Enix,E10+
LEGO Star Wars III: The Clone Wars,Action,Wii,2011.0,LucasArts,E10+
UFC 2009 Undisputed,Fighting,PS3,2009.0,THQ,T
The SpongeBob SquarePants Movie,Platform,PS2,2004.0,THQ,E
Golden Sun,Role-Playing,GBA,2001.0,Nintendo,E
Def Jam: Fight for NY,Fighting,PS2,2004.0,Electronic Arts,M
Tom Clancy's Ghost Recon,Shooter,XB,2002.0,Ubisoft,M
State of Emergency,Action,PS2,2002.0,Take-Two Interactive,M
The Urbz: Sims in the City,Simulation,PS2,2004.0,Electronic Arts,T
Star Wars: Starfighter,Simulation,PS2,2001.0,Activision,T
Star Wars: Battlefront,Shooter,XB,2004.0,Activision,T
Madden NFL 17,Sports,PS4,2016.0,Electronic Arts,E
Just Cause 2,Action,PS3,2010.0,Square Enix,M
FIFA Soccer 08,Sports,PS3,2007.0,Electronic Arts,E
Crackdown,Shooter,X360,2007.0,Microsoft Game Studios,M
Wii Party U,Misc,WiiU,2013.0,Nintendo,E
Dance Dance Revolution X,Simulation,PS2,2008.0,Konami Digital Entertainment,E10+
Xenosaga Episode I: Der Wille zur Macht,Role-Playing,PS2,2002.0,Namco Bandai Games,T
Watch Dogs,Action,PS3,2014.0,Ubisoft,M
Kinect Star Wars,Action,X360,2012.0,Microsoft Game Studios,T
Dragon's Dogma,Role-Playing,PS3,2012.0,Capcom,M
The Order: 1886,Shooter,PS4,2015.0,Sony Computer Entertainment,M
SSX Tricky,Sports,PS2,2001.0,Electronic Arts,E
Knack,Platform,PS4,2013.0,Sony Computer Entertainment Europe,E10+
Dragon Quest VI: Realms of Revelation,Role-Playing,DS,2010.0,Nintendo,T
Crash Bandicoot: The Huge Adventure,Platform,GBA,2002.0,Universal Interactive,E
Hitman: Absolution,Action,X360,2012.0,Square Enix,M
The Crew,Racing,PS4,2014.0,Ubisoft,T
NBA 2K15,Sports,XOne,2014.0,Take-Two Interactive,E
Madden NFL 2005,Sports,XB,2004.0,Electronic Arts,E
Star Ocean: Till The End of Time,Role-Playing,PS2,2003.0,Ubisoft,T
Call of Duty: Modern Warfare 3,Shooter,PC,2011.0,Activision,M
Dishonored,Action,X360,2012.0,Bethesda Softworks,M
The Beatles: Rock Band,Misc,Wii,2009.0,MTV Games,T
Ace Combat 5: The Unsung War,Simulation,PS2,2004.0,Sony Computer Entertainment Europe,T
Need for Speed Underground,Racing,XB,2003.0,Electronic Arts,E
Tetris Worlds,Puzzle,GBA,2001.0,THQ,E
Imagine: Teacher,Simulation,DS,2008.0,Ubisoft,E
Deal or No Deal,Misc,DS,2007.0,Mindscape,E
FIFA Soccer 10,Sports,PS2,2009.0,Electronic Arts,E
Portal 2,Shooter,PS3,2011.0,Valve,E10+
NCAA Football 07,Sports,PS2,2006.0,Electronic Arts,E
The Sims 3: Late Night Expansion Pack,Simulation,PC,2010.0,Electronic Arts,T
No Man's Sky,Action,PS4,2016.0,Hello Games,T
Cabela's Big Game Hunter 2010,Sports,Wii,2009.0,Activision Value,T
SOCOM 3: U.S. Navy SEALs,Shooter,PS2,2005.0,Sony Computer Entertainment,M
BioShock Infinite,Shooter,PS3,2013.0,Take-Two Interactive,M
Harry Potter and the Sorcerer's Stone,Action,GBA,2001.0,Electronic Arts,E
Dragon Ball Z: The Legacy of Goku,Role-Playing,GBA,2002.0,Infogrames,E
Resident Evil 4,Action,GC,2005.0,Capcom,M
Personal Trainer: Math,Puzzle,DS,2007.0,Nintendo,E
Game Party 3,Puzzle,Wii,2009.0,Warner Bros. Interactive Entertainment,E
Need For Speed: Undercover,Racing,X360,2008.0,Electronic Arts,T
Sonic Colors,Platform,Wii,2010.0,Sega,E
Saints Row 2,Action,PS3,2008.0,THQ,M
Sid Meier's Civilization V,Strategy,PC,2010.0,Take-Two Interactive,E10+
The Sims: Superstar,Simulation,PC,2003.0,Electronic Arts,T
Metroid Fusion,Action,GBA,2002.0,Nintendo,E
We Ski,Sports,Wii,2008.0,Namco Bandai Games,E
Star Wars Battlefront: Renegade Squadron,Shooter,PSP,2007.0,LucasArts,T
SSX 3,Sports,PS2,2003.0,Electronic Arts,E
Madden NFL 2001,Sports,PS,2000.0,Electronic Arts,E
Star Wars: Battlefront II,Shooter,XB,2005.0,Activision,T
Tony Hawk's Pro Skater 3,Sports,PS,2001.0,Activision,E
"Monsters, Inc.",Adventure,GBA,2001.0,THQ,E
Dragon Age: Origins,Role-Playing,PS3,2009.0,Electronic Arts,M
Spy Hunter,Racing,PS2,2001.0,Midway Games,T
NCAA Football 2004,Sports,PS2,2003.0,Electronic Arts,E
Fight Night Round 3,Fighting,PS3,2006.0,Electronic Arts,T
StarCraft II: Heart of the Swarm,Strategy,PC,2013.0,Activision,T
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,PS2,2003.0,THQ,E
Until Dawn,Adventure,PS4,2015.0,Sony Computer Entertainment Europe,M
Big Beach Sports,Sports,Wii,2008.0,THQ,E
SSX,Sports,PS2,2000.0,Electronic Arts,E
Shaun White Snowboarding: Road Trip,Sports,Wii,2008.0,Ubisoft,E10+
NBA Ballers,Sports,PS2,2004.0,Midway Games,E
Saints Row IV,Action,X360,2013.0,Deep Silver,M
NBA Live 2003,Sports,PS2,2002.0,Electronic Arts,E
LEGO Batman 2: DC Super Heroes,Action,X360,2012.0,Warner Bros. Interactive Entertainment,E10+
Dragon Ball Z: Budokai Tenkaichi,Fighting,PS2,2005.0,Atari,T
